key,description,am (Amharic),ar (Arabic),bg (Bulgarian),bn (Bengali),bn_BD (Bengali (Bangladesh)),bs (Bosnian),ca (Catalan),cs (Czech),cy (Welsh),da (Danish),de (German),en (English),es (Spanish),es_419 (Spanish (Latin America)),et (Estonian),eu (Basque),fa (Persian),fi (Finnish),fo (Faroese),fr (French),ga (Irish),gl (Galician),ha (Hausa),he (Hebrew),hi (Hindi),hr (Croatian),hu (Hungarian),id (Indonesian),is (Icelandic),it (Italian),ja (Japanese),ko (Korean),lt (Lithuanian),lv (Latvian),mk (Macedonian),ms (Malay),mt (Maltese),nl (Dutch),no (Norwegian),pl (Polish),pt (Portuguese),pt_BR (Portuguese (Brazil)),ro (Romanian),ru (Russian),sk (Slovak),sl (Slovenian),sq (Albanian),sr (Serbian),sv (Swedish),th (Thai),tr (Turkish),uk (Ukrainian),ur (Urdu),vi (Vietnamese),zh (Chinese (Simplified)),zh_Hant (Chinese (Traditional))
roomUpdatedSuccessfully,Translation key: roomUpdatedSuccessfully,,,,,,,,,,,,Room updated successfully!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rooms,Translation key: rooms,,,,,,,,,,,,Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
save,Translation key: save,አስቀምጥ,حفظ,Запази,সংরক্ষণ করুন,সংরক্ষণ করুন,[BS] Save,Desa,Uložit,Cadw,Gem,Speichern,Save,Guardar,[ES_419] Save,Salvesta,[EU] Save,ذخیره,Tallenna,Goyma,Enregistrer,Sábháil,[GL] Save,Ajiye,שמור,सहेजें,Spremi,Mentés,Simpan,Vista,[IT] Save,保存,[KO] Save,[LT] Save,Saglabāt,[MK] Save,Simpan,[MT] Save,Opslaan,Lagre,Zapisz,[PT] Save,Salvar,Salvează,Сохранить,Uložiť,Shrani,[SQ] Save,[SR] Save,Spara,บันทึก,Kaydet,Зберегти,محفوظ کریں,Lưu,保存,儲存
save1,Translation key: save1,,,,,,,,,,,,Save,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saveChanges,Translation key: saveChanges,,,,,,,,,,,,Save Changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saveGroupForRecognition,Translation key: saveGroupForRecognition,ቡድን ለመታወቂያ ያስቀምጡ,احفظ المجموعة للتعرف,Запазване на група за разпознаване,পরিচয়ের জন্য গ্রুপ সংরক্ষণ করুন,স্বীকৃতির জন্য গ্রুপ সংরক্ষণ করুন,[BS] Save Group for Recognition,[CA] Save Group for Recognition,[CS] Save Group for Recognition,Cadw grŵp ar gyfer adnabod,Gem gruppe til genkendelse,Gruppe für Erkennung speichern,Save Group for Recognition,Guardar grupo para reconocimiento,[ES_419] Save Group for Recognition,[ET] Save Group for Recognition,[EU] Save Group for Recognition,ذخیره گروه برای شناسایی در آینده,Tallenna ryhmä tunnistusta varten,Save Group for Recognition,Enregistrer le groupe pour la reconnaissance,[GA] Save Group for Recognition,[GL] Save Group for Recognition,Ajiye rukuni don gane shi gaba,שמור קבוצה לזיהוי,भविष्य की पहचान के लिए समूह सहेजें,Spremi grupu za prepoznavanje,[HU] Save Group for Recognition,Simpan grup untuk pengenalan,[IS] Save Group for Recognition,[IT] Save Group for Recognition,グループを認識用に保存,인식을 위해 그룹 저장,[LT] Save Group for Recognition,[LV] Save Group for Recognition,[MK] Save Group for Recognition,Simpan kumpulan untuk pengecaman,[MT] Save Group for Recognition,[NL] Save Group for Recognition,[NO] Save Group for Recognition,Zapisz grupę do rozpoznania,[PT] Save Group for Recognition,[PT_BR] Save Group for Recognition,Salvează grup pentru recunoaștere,Сохранить группу для распознавания,[SK] Save Group for Recognition,[SL] Save Group for Recognition,[SQ] Save Group for Recognition,[SR] Save Group for Recognition,[SV] Save Group for Recognition,บันทึกกลุ่มเพื่อการจดจำ,[TR] Save Group for Recognition,Зберегти групу для розпізнавання,گروپ کو شناخت کے لیے محفوظ کریں,Lưu nhóm để nhận dạng,保存组以便识别,儲存群組以供未來辨識
scheduleForLater,Translation key: scheduleForLater,ወደ ቀጣይ ይጠቅሙ,جدولة لاحقاً,Планиране за по-късно,পরে শিডিউল করুন,পরে শিডিউল করুন,[BS] Schedule for Later,Programa per més tard,[CS] Schedule for Later,Trefnu ar gyfer yn nes ymlaen,Planlæg til senere,Für später planen,Schedule for Later,Programar para más tarde,[ES_419] Schedule for Later,Planeeri hilisemaks,[EU] Schedule for Later,برنامه‌ریزی برای بعد,Ajoita myöhemmäksi,Schedule for Later,Programmer pour plus tard,Cláraigh le haghaidh níos déanaí,[GL] Schedule for Later,Saita zuwa gaba,תזמן למועד מאוחר יותר,बाद के लिए शेड्यूल करें,Zakaži za kasnije,Ütemezés későbbre,Jadwalkan nanti,[IS] Schedule for Later,[IT] Schedule for Later,後でスケジュール,나중에 예약,[LT] Schedule for Later,Ieplānot vēlāk,[MK] Schedule for Later,Jadualkan kemudian,[MT] Schedule for Later,[NL] Schedule for Later,Planlegg senere,Zaplanuj na później,[PT] Schedule for Later,Agendar para depois,Programează pentru mai târziu,Запланировать на потом,Naplánovať na neskôr,Načrtuj za kasneje,[SQ] Schedule for Later,[SR] Schedule for Later,Schemalägg för senare,กำหนดสำหรับภายหลัง,[TR] Schedule for Later,Запланувати на потім,بعد میں شیڈول کریں,Lên lịch sau,稍后安排,稍後安排
scheduleMessage,Translation key: scheduleMessage,መልዕክት ይሰርዝ,جدولة رسالة,Планиране на съобщение,বার্তা সময়সূচী,বার্তা নির্ধারণ করুন,[BS] Schedule Message,[CA] Schedule Message,[CS] Schedule Message,[CY] Schedule Message,Planlæg besked,Nachricht planen,Schedule Message,Programar mensaje,[ES_419] Schedule Message,[ET] Schedule Message,[EU] Schedule Message,برنامه‌ریزی پیام,Ajoita viesti,Set boðskapan upp,Programmer un message,Clárigh teachtaireacht,[GL] Schedule Message,Schedule Message,תזמן הודעה,संदेश निर्धारित करें,[HR] Schedule Message,Üzenet ütemezése,Jadwalkan pesan,Skipuleggðu skilaboð,Pianifica messaggio,メッセージをスケジュール,메시지 예약,[LT] Schedule Message,[LV] Schedule Message,[MK] Schedule Message,Jadualkan mesej,[MT] Schedule Message,Bericht plannen,[NO] Schedule Message,Zaplanuj wiadomość,Agendar mensagem,Agendar mensagem,Programează mesaj,Запланировать сообщение,Plánovať správu,[SL] Schedule Message,[SQ] Schedule Message,[SR] Schedule Message,[SV] Schedule Message,กำหนดการข้อความ,Mesaj planla,Запланувати повідомлення,Schedule Message,[VI] Schedule Message,安排消息,Schedule Message
scheduled,Translation key: scheduled,ተዘጋጅቷል,مجدول,Планиран,[BN] Scheduled,নির্ধারিত,[BS] Scheduled,[CA] Scheduled,Naplánováno,Wedi'i drefnu,Planlagt,Geplant,Scheduled: {date},Programado,[ES_419] Scheduled,[ET] Scheduled,[EU] Scheduled,زمان‌بندی شده: {date},Ajoitettu,Planlagt,Programmé,[GA] Scheduled,[GL] Scheduled,An tsara: {date},מתוזמן,अनुसूचित: {date},Zakaženo,Ütemezve,Dijadwalkan,Skráð,[IT] Scheduled,スケジュール済み,[KO] Scheduled,[LT] Scheduled,Ieplānots,[MK] Scheduled,Dijadualkan,[MT] Scheduled,[NL] Scheduled,Planlagt,Zaplanuj,[PT] Scheduled,Agendado,[RO] Scheduled,Запланировано,Naplánované,[SL] Scheduled,[SQ] Scheduled,[SR] Scheduled,Schemalagd,กำหนดเวลาแล้ว,[TR] Scheduled,Заплановано,شیڈول: {date},Đã lên lịch,已安排,已排程：{date}
scheduledAtArgsscheduledat,Translation key: scheduledAtArgsscheduledat,,,,,,,,,,,,Scheduled at: {args_scheduledAt},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduledAtScheduledat,Translation key: scheduledAtScheduledat,,,,,,,,,,,,Scheduled at: $scheduledAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduledFor,Translation key: scheduledFor,ወደ… ተያዘ,مجدول لـ,Планиран за,[BN] Scheduled for,নির্ধারিত,[BS] Scheduled for,[CA] Scheduled for,Naplánováno na,Wedi'i drefnu ar gyfer,Planlagt til,Geplant für,Scheduled for,Programado para,[ES_419] Scheduled for,[ET] Scheduled for,[EU] Scheduled for,زمان‌بندی شده برای,Ajoitettu,Planlagt fyri,Programmé pour,[GA] Scheduled for,[GL] Scheduled for,Scheduled for,מתוזמן עבור,संयोजित किया गया,Zakaženo za,Ütemezve erre,Dijadwalkan untuk,Skrásett fyrir,[IT] Scheduled for,次の日時にスケジュール済み,[KO] Scheduled for,[LT] Scheduled for,[LV] Scheduled for,[MK] Scheduled for,Dijadual untuk,[MT] Scheduled for,[NL] Scheduled for,[NO] Scheduled for,Zaplanuj na,[PT] Scheduled for,Agendado para,[RO] Scheduled for,Запланировано на,Naplánované na,[SL] Scheduled for,[SQ] Scheduled for,[SR] Scheduled for,Schemalagd för,กำหนดสำหรับ,[TR] Scheduled for,Заплановано на,Scheduled for,Đã lên lịch cho,安排于,Scheduled for
schedulerScreen,Translation key: schedulerScreen,,,,,,,,,,,,Scheduler Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduling,Translation key: scheduling,በማዘጋጀት ላይ,جارٍ الجدولة,Планиране,সময় নির্ধারণ,নির্ধারণ করা হচ্ছে,[BS] Scheduling,Programant,Plánování,Wrthi'n trefnu,Planlægger,Planung,Scheduling,Programación,[ES_419] Scheduling,[ET] Scheduling,[EU] Scheduling,زمان‌بندی,Ajoitetaan,Scheduling,Programmation,Ag clárú,[GL] Scheduling,Jadawalin lokaci,מתוזמן,अनुसूची,Zakaživanje,Ütemezés,Menjadwalkan,[IS] Scheduling,[IT] Scheduling,スケジュール中,[KO] Scheduling,[LT] Scheduling,Ieplāno,[MK] Scheduling,Menjadualkan,[MT] Scheduling,Plannen,Planlegger,Planowanie,[PT] Scheduling,[PT_BR] Scheduling,Se programează,Планирование,Plánovanie,[SL] Scheduling,[SQ] Scheduling,[SR] Scheduling,[SV] Scheduling,กำลังกำหนดเวลา,[TR] Scheduling,Планування,شیڈولنگ,Đang lên lịch,安排中,排程
search,Translation key: search,ፈልግ,بحث,Търси,অনুসন্ধান,অনুসন্ধান,[BS] Search,Cerca,[CS] Search,Chwilio,Søg,Suchen,Search,Buscar,[ES_419] Search,Otsi,[EU] Search,جستجو,Etsi,Leita,Rechercher,Cuardaigh,[GL] Search,Search,חיפוש,खोजें,Pretraži,Keresés,Cari,Leita,Cerca,検索,검색,[LT] Search,[LV] Search,[MK] Search,Cari,[MT] Search,Zoeken,Søk,Szukaj,Pesquisar,Pesquisar,Caută,Поиск,Vyhľadať,Išči,[SQ] Search,[SR] Search,Sök,ค้นหา,Ara,Пошук,Search,Tìm kiếm,搜索,Search
select,Translation key: select,ይምረጡ,اختر,Избери,নির্বাচন করুন,চয়ন করুন,[BS] Select,[CA] Select,[CS] Select,Dewis,Vælg,Auswählen,Select,Seleccionar,[ES_419] Select,Vali,[EU] Select,انتخاب کنید,Valitse,Vel,Sélectionner,Roghnaigh,[GL] Select,Select,בחר,चुनें,Odaberi,Kiválasztás,Pilih,Velja,[IT] Select,選択,선택,[LT] Select,[LV] Select,[MK] Select,Pilih,[MT] Select,Selecteren,Velg,Wybierz,[PT] Select,[PT_BR] Select,Selectează,Выбрать,Vybrať,Izberi,[SQ] Select,[SR] Select,Välj,เลือก,Seç,Оберіть,Select,Chọn,选择,Select
selectLocation,Translation key: selectLocation,,,,,,,,,,,,Select Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selectStaff,Translation key: selectStaff,,,,,,,,,,,,Select Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,Translation key: send,,,,,,,,,,,,Send,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sendBookingInvite,Translation key: sendBookingInvite,,,,,,,,,,,,Send Booking Invite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sendInvite,Translation key: sendInvite,,,,,,,,,,,,Send Invite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sendNow,Translation key: sendNow,አሁን ይላኩ,أرسل الآن,Изпрати сега,এখনই পাঠান,এখন পাঠান,[BS] Send Now,Envia ara,[CS] Send Now,[CY] Send Now,Send nu,Jetzt senden,Send Now,Enviar ahora,[ES_419] Send Now,Saada kohe,[EU] Send Now,ارسال اکنون,Lähetä nyt,Senda nú,Envoyer maintenant,Seol anois,[GL] Send Now,Aika yanzu,שלח כעת,अभी भेजें,Pošalji sada,Küldés most,Kirim sekarang,Senda núna,[IT] Send Now,今すぐ送信,지금 보내기,[LT] Send Now,Sūtīt tagad,[MK] Send Now,Hantar sekarang,[MT] Send Now,Nu verzenden,Send nå,Wyślij teraz,[PT] Send Now,[PT_BR] Send Now,Trimite acum,Отправить сейчас,Odoslať teraz,Pošlji zdaj,[SQ] Send Now,[SR] Send Now,Skicka nu,ส่งตอนนี้,Şimdi Gönder,Надіслати зараз,ابھی بھیجیں,Gửi ngay,立即发送,立即發送
serviceServiceidNotSelected,Translation key: serviceServiceidNotSelected,,,,,,,,,,,,Service: {serviceId_Not_selected},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sessionApproved,Translation key: sessionApproved,,,,,,,,,,,,Session approved!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sessionRejected,Translation key: sessionRejected,,,,,,,,,,,,Session rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings,Translation key: settings,ቅንብሮች,الإعدادات,Настройки,সেটিংস,সেটিংস,[BS] Settings,[CA] Settings,Nastavení,Gosodiadau,[DA] Settings,Einstellungen,Settings,Configuración,[ES_419] Settings,Seaded,Ezarpenak,تنظیمات,Asetukset,Settings,Paramètres,[GA] Settings,[GL] Settings,Settings,הגדרות,सेटिंग्स,Postavke,Beállítások,[ID] Settings,[IS] Settings,[IT] Settings,設定,[KO] Settings,[LT] Settings,[LV] Settings,[MK] Settings,Tetapan,[MT] Settings,[NL] Settings,[NO] Settings,Ustawienia,[PT] Settings,[PT_BR] Settings,Setări,Настройки,Nastavenia,Nastavitve,[SQ] Settings,[SR] Settings,[SV] Settings,การตั้งค่า,Ayarlar,Налаштування,Settings,Cài đặt,设置,Settings
settings1,Translation key: settings1,,,,,,,,,,,,Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settingsDialogWillBeImplementedHere,Translation key: settingsDialogWillBeImplementedHere,,,,,,,,,,,,Settings dialog will be implemented here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settingsSavedSuccessfully,Translation key: settingsSavedSuccessfully,,,,,,,,,,,,Settings saved successfully!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setup,Translation key: setup,,,,,,,,,,,,Setup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
severityLogseverityname,Translation key: severityLogseverityname,,,,,,,,,,,,Severity: {log_severity_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,Translation key: share,አካፍል,مشاركة,Споделяне,[BN] Share,শেয়ার করুন,[BS] Share,Comparteix,Sdílet,Rhannu,Del,Teilen,Share,Compartir,[ES_419] Share,Jaga,[EU] Share,اشتراک‌گذاری,Jaa,Deil,Partager,[GA] Share,[GL] Share,Share,שתף,साझा करें,Podijeli,Megosztás,Bagikan,Deila,[IT] Share,共有,[KO] Share,[LT] Share,[LV] Share,[MK] Share,[MS] Share,[MT] Share,Delen,Del,Udostępnij,[PT] Share,Compartilhar,Partajează,Поделиться,Zdieľať,Deli,[SQ] Share,[SR] Share,Dela,แชร์,Paylaş,Поділитися,Share,Chia sẻ,分享,Share
shareLink,Translation key: shareLink,,,,,,,,,,,,Share Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shareOnWhatsApp,Translation key: shareOnWhatsApp,[AM] Share on WhatsApp,[AR] Share on WhatsApp,[BG] Share on WhatsApp,[BN] Share on WhatsApp,[BN_BD] Share on WhatsApp,[BS] Share on WhatsApp,[CA] Share on WhatsApp,[CS] Share on WhatsApp,[CY] Share on WhatsApp,[DA] Share on WhatsApp,Auf WhatsApp teilen,Share on WhatsApp,Compartir en WhatsApp,[ES_419] Share on WhatsApp,[ET] Share on WhatsApp,[EU] Share on WhatsApp,اشتراک‌گذاری در واتساپ,[FI] Share on WhatsApp,Share on WhatsApp,Partager sur WhatsApp,[GA] Share on WhatsApp,[GL] Share on WhatsApp,Raba a WhatsApp,[HE] Share on WhatsApp,व्हाट्सएप पर साझा करें,[HR] Share on WhatsApp,[HU] Share on WhatsApp,[ID] Share on WhatsApp,[IS] Share on WhatsApp,[IT] Share on WhatsApp,[JA] Share on WhatsApp,[KO] Share on WhatsApp,[LT] Share on WhatsApp,[LV] Share on WhatsApp,[MK] Share on WhatsApp,[MS] Share on WhatsApp,[MT] Share on WhatsApp,[NL] Share on WhatsApp,[NO] Share on WhatsApp,[PL] Share on WhatsApp,[PT] Share on WhatsApp,[PT_BR] Share on WhatsApp,[RO] Share on WhatsApp,[RU] Share on WhatsApp,[SK] Share on WhatsApp,[SL] Share on WhatsApp,[SQ] Share on WhatsApp,[SR] Share on WhatsApp,[SV] Share on WhatsApp,[TH] Share on WhatsApp,[TR] Share on WhatsApp,[UK] Share on WhatsApp,واٹس ایپ پر شیئر کریں,[VI] Share on WhatsApp,[ZH] Share on WhatsApp,分享到 WhatsApp
shareViaWhatsapp,Translation key: shareViaWhatsapp,,,,,,,,,,,,Share via WhatsApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signIn,Translation key: signIn,,,,,,,,,,,,Sign In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signInWithExistingMethod,Translation key: signInWithExistingMethod,,,,,,,,,,,,Sign in with existing method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signOut,Translation key: signOut,,,,,,,,,,,,Sign Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signUp,Translation key: signUp,ተመዝግብ,سجّل,Регистрация,সাইন আপ,সাইন আপ করুন,[BS] Sign Up,Registra't,[CS] Sign Up,[CY] Sign Up,Tilmeld dig,Registrieren,Sign Up,Registrarse,[ES_419] Sign Up,Registreeru,[EU] Sign Up,ثبت‌نام,Rekisteröidy,Viðskriva teg,S'inscrire,Cláraigh,[GL] Sign Up,Sign Up,הרשמה,साइन अप,Prijavi se,Regisztráció,Daftar,Skráðu þig,[IT] Sign Up,サインアップ,가입하기,[LT] Sign Up,[LV] Sign Up,[MK] Sign Up,Daftar,[MT] Sign Up,Aanmelden,Registrer deg,Zarejestruj się,[PT] Sign Up,Registrar-se,Înregistrează-te,Регистрация,Zaregistrovať sa,Registriraj se,[SQ] Sign Up,[SR] Sign Up,Registrera dig,สมัครสมาชิก,Kayıt Ol,Зареєструватися,Sign Up,Đăng ký,注册,Sign Up
skip,Translation key: skip,,,,,,,,,,,,Skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slotDeletedSuccessfully,Translation key: slotDeletedSuccessfully,,,,,,,,,,,,Slot deleted successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smsNotifications,Translation key: smsNotifications,,,,,,,,,,,,SMS Notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
socialAccountConflictMessage,Translation key: socialAccountConflictMessage,,,,,,,,,,,,An account with email {email} already exists using a different sign-in method. Would you like to link your accounts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
socialAccountConflictTitle,Translation key: socialAccountConflictTitle,,,,,,,,,,,,Account Already Exists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staffArgsstaffdisplayname,Translation key: staffArgsstaffdisplayname,,,,,,,,,,,,Staff: {args_staff_displayName},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staffAvailability,Translation key: staffAvailability,,,,,,,,,,,,Staff Availability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staffManagementTools,Translation key: staffManagementTools,,,,,,,,,,,,• Staff management tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staffScreenTBD,Translation key: staffScreenTBD,የሰራተኞች ማያ ሊታወቀው ይጠበቃል,شاشة الموظفين قيد التحديد,Екран за персонала предстои,স্টাফ স্ক্রীন - পরে তৈরি করা হবে,কর্মী স্ক্রিন পরে নিশ্চিত করা হবে,[BS] Staff screen coming soon,[CA] Staff screen coming soon,[CS] Staff screen coming soon,[CY] Staff screen coming soon,[DA] Staff screen coming soon,Personal-Bildschirm (TBD),Staff screen coming soon,Pantalla de personal (Pendiente),[ES_419] Staff screen coming soon,[ET] Staff screen coming soon,Langile-pantaila zehaztu gabe,صفحه کارکنان - در حال توسعه,Henkilökunnan näkymä määriteltävä,Staff screen coming soon,Écran personnel (À faire),Scáileán foirne le socrú,[GL] Staff screen coming soon,Fuskar ma'aikata – A ci gaba,מסך צוות ייקבע מאוחר יותר,स्टाफ स्क्रीन - विकासाधीन,[HR] Staff screen coming soon,[HU] Staff screen coming soon,Layar staf akan ditentukan,[IS] Staff screen coming soon,[IT] Staff screen coming soon,スタッフ画面は後日設定,직원 화면 추후 결정,[LT] Staff screen coming soon,[LV] Staff screen coming soon,[MK] Staff screen coming soon,[MS] Staff screen coming soon,[MT] Staff screen coming soon,[NL] Staff screen coming soon,[NO] Staff screen coming soon,[PL] Staff screen coming soon,[PT] Staff screen coming soon,[PT_BR] Staff screen coming soon,[RO] Staff screen coming soon,Экран персонала будет определён позже,[SK] Staff screen coming soon,[SL] Staff screen coming soon,[SQ] Staff screen coming soon,[SR] Staff screen coming soon,[SV] Staff screen coming soon,หน้าจอพนักงานยังไม่ได้กำหนด,[TR] Staff screen coming soon,Екран персоналу буде визначено пізніше,اسٹاف اسکرین - تیار ہونا باقی ہے,Màn hình nhân viên sẽ được xác định,工作人员界面待定,員工畫面 – 開發中
